customer_id,age,gender,region,segment,signup_date,churn_label,churn_date,relationship_manager,branch
CUST_001173,54.0,,North,SME,2016-07-04 15:00:36,0,,RM_019,
CUST_004763,73.0,Female,North,Retail,2017-07-05 14:28:24,0,,RM_032,BR_024
CUST_004396,32.0,,Central,Retail,2022-12-16 17:36:17,0,,RM_044,BR_014
CUST_008793,,Male,Central,Corporate,2018-12-23 18:48:29,0,,RM_018,BR_003
CUST_005092,44.0,Male,North,SME,2019-09-03 12:30:01,1,2019-10-17 12:30:01,RM_026,BR_029
CUST_003137,20.0,Male,East,SME,2018-11-01 02:25:21,0,,,BR_009
CUST_004855,65.0,Male,West,Corporate,,1,2024-12-31 00:00:00,RM_026,BR_007
CUST_004220,57.0,Female,West,Corporate,,1,2022-10-27 00:14:42,RM_015,BR_015
CUST_003627,74.0,Female,West,,2015-04-26 05:00:00,0,,RM_029,BR_009
CUST_005442,18.0,Male,North,Premium,2021-04-17 00:12:44,0,,RM_048,BR_030
CUST_006724,26.0,Male,East,SME,2018-05-19 22:58:45,1,2021-08-23 22:58:45,RM_013,BR_028
CUST_004509,,Female,East,,2017-12-26 18:02:35,0,,,
CUST_004305,63.0,Male,North,Corporate,2022-04-11 23:32:32,0,,RM_023,BR_003
CUST_002375,50.0,Male,South,Corporate,2023-05-22 23:10:20,0,,,BR_004
CUST_007731,48.0,Male,,Retail,2015-12-12 22:32:27,0,,RM_029,BR_025
CUST_000897,,Female,Central,Corporate,2015-06-19 01:26:21,1,2016-11-28 01:26:21,RM_022,BR_017
CUST_004049,49.0,Female,East,Premium,2015-01-19 04:30:16,1,,RM_021,
CUST_009066,41.0,Male,Central,Corporate,2016-08-04 07:37:56,0,,RM_024,
CUST_006098,,Male,West,SME,2022-05-07 00:51:25,1,2024-12-31 00:00:00,RM_007,BR_026
CUST_001960,71.0,Male,South,Premium,,0,,RM_011,BR_004
CUST_006047,73.0,,North,Premium,2018-03-18 12:30:02,0,,,BR_012
CUST_007813,61.0,Male,North,,2018-04-13 12:46:00,0,,RM_031,BR_022
CUST_007060,58.0,Female,West,Premium,2016-12-09 04:14:00,0,,RM_001,BR_012
CUST_006729,72.0,Male,East,Corporate,2022-08-01 04:10:55,1,2024-12-31 00:00:00,RM_032,
CUST_003875,66.0,Female,Central,Premium,,0,,RM_026,BR_016
CUST_003772,48.0,Female,West,Retail,2022-03-23 07:34:42,0,,RM_042,BR_021
CUST_008783,42.0,Female,South,SME,,1,2022-11-10 07:04:17,RM_001,BR_001
CUST_009613,57.0,Female,North,Corporate,2018-08-20 17:50:31,0,,RM_025,
CUST_000100,74.0,Male,East,Premium,2022-01-27 03:35:07,0,,RM_023,BR_017
CUST_009629,21.0,Female,Central,SME,2020-08-24 12:44:56,0,,,BR_008
CUST_001978,71.0,Male,North,Premium,,0,,RM_047,BR_005
CUST_008222,70.0,Male,Central,Retail,2017-09-13 09:18:37,0,,RM_045,BR_023
CUST_005714,72.0,Female,East,Premium,2016-10-27 22:26:28,0,,RM_012,BR_002
CUST_007212,,Male,Central,Premium,,0,,RM_025,BR_013
CUST_009102,48.0,Female,East,Retail,2018-02-14 05:20:36,1,2021-01-30 05:20:36,RM_022,BR_003
CUST_006045,,,East,Retail,2020-02-12 16:44:16,0,,,
CUST_003844,,,South,SME,2016-11-27 03:18:51,0,,RM_041,BR_017
CUST_000721,34.0,Female,South,Corporate,2022-11-28 16:40:30,0,,RM_020,BR_019
CUST_001729,23.0,Male,South,SME,2021-08-12 10:58:08,0,,RM_009,BR_019
CUST_005072,30.0,Female,,SME,2017-09-08 00:23:04,0,,RM_007,BR_017
CUST_000238,59.0,,South,Retail,2017-08-15 11:39:20,0,,RM_005,BR_025
CUST_008955,67.0,Male,West,Retail,2017-05-19 04:23:49,0,,RM_027,BR_023
CUST_001702,40.0,Female,South,Premium,2016-09-10 23:30:08,0,,RM_014,BR_025
CUST_000521,19.0,Male,West,SME,2016-03-29 10:18:20,1,2020-04-21 10:18:20,RM_032,
CUST_001584,53.0,Male,,Corporate,2017-09-12 07:20:15,0,,RM_015,BR_015
CUST_002816,46.0,Male,Central,Corporate,2022-01-18 17:16:04,1,2024-04-18 17:16:04,RM_035,BR_013
CUST_004551,,Female,North,Premium,2021-05-17 04:09:07,0,,RM_048,
CUST_002381,28.0,Female,Central,Premium,2016-07-23 15:27:56,0,,RM_023,BR_024
CUST_000202,,Female,,Retail,2019-03-16 16:38:53,0,,RM_049,BR_006
CUST_005056,34.0,Male,,SME,2019-05-14 10:19:53,0,,RM_021,BR_006
CUST_009020,56.0,Male,East,Corporate,2020-03-29 15:30:20,0,,RM_043,BR_021
CUST_006176,,Female,South,Premium,2016-02-05 18:17:03,0,,,BR_003
CUST_000734,34.0,,North,Corporate,2016-10-08 00:53:40,1,2019-08-23 00:53:40,RM_011,BR_022
CUST_000428,,Female,West,Retail,,1,2016-12-04 20:44:36,RM_044,BR_025
CUST_008952,51.0,Male,North,Retail,,1,2020-01-07 05:04:15,RM_013,
CUST_002880,19.0,Female,East,Corporate,,0,,RM_043,BR_014
CUST_004195,46.0,Female,East,SME,2021-05-06 12:54:36,0,,RM_012,BR_013
CUST_004624,73.0,Male,Central,Premium,,0,,RM_005,BR_002
CUST_006209,56.0,Female,North,SME,2017-07-25 03:54:38,0,,RM_021,
CUST_005954,,Male,West,Corporate,,1,2022-05-12 13:03:17,RM_018,BR_028
CUST_005153,27.0,Male,Central,,2015-03-22 16:56:37,0,,RM_022,BR_014
CUST_000305,24.0,Male,Central,,2016-03-11 01:15:51,0,,RM_012,BR_028
CUST_007376,58.0,Female,West,Corporate,2021-05-21 13:12:41,0,,RM_002,BR_027
CUST_002981,74.0,Female,West,Premium,2021-05-08 02:08:41,1,2024-02-02 02:08:41,RM_024,BR_020
CUST_001604,72.0,Male,Central,Retail,2022-07-23 20:10:06,0,,RM_034,BR_017
CUST_002177,40.0,Female,,Retail,2020-12-10 21:12:27,0,,,BR_022
CUST_007949,19.0,,,Corporate,2018-09-30 00:57:16,0,,RM_029,BR_029
CUST_004325,57.0,Female,,SME,2017-04-18 14:20:40,0,,RM_037,BR_024
CUST_008809,42.0,,West,Corporate,,1,2022-08-28 04:50:33,RM_004,BR_026
CUST_002134,73.0,,,Premium,2019-08-16 23:04:33,0,,RM_004,BR_011
CUST_007514,18.0,Female,Central,,2021-10-27 14:00:08,1,2024-12-31 00:00:00,RM_021,BR_012
CUST_004442,39.0,Male,East,Corporate,2022-08-18 18:15:02,1,2024-12-31 00:00:00,RM_017,BR_009
CUST_004846,59.0,Male,East,SME,2015-08-01 20:41:08,0,,RM_026,
CUST_006316,51.0,Male,East,Retail,2015-08-29 22:15:40,0,,RM_018,BR_009
CUST_001947,29.0,Female,,SME,2017-09-24 09:29:17,0,,RM_021,BR_015
CUST_009614,63.0,Female,Central,Premium,2015-03-31 06:55:39,1,2016-05-31 06:55:39,,BR_007
CUST_008011,,,Central,Retail,2019-09-03 17:51:10,0,,RM_002,BR_019
CUST_008333,69.0,Male,Central,Corporate,2021-01-24 13:37:36,0,,RM_019,BR_016
CUST_001514,73.0,Male,Central,Premium,2022-11-26 01:16:26,0,,RM_042,BR_006
CUST_002884,35.0,Female,East,,2016-08-28 06:36:34,0,,RM_031,BR_011
CUST_008187,,Male,North,Retail,2020-01-02 10:43:19,0,,RM_048,BR_024
CUST_004845,28.0,Male,East,SME,2015-11-25 22:20:00,0,,,
CUST_008878,22.0,,South,,,1,2020-04-13 06:31:28,,BR_014
CUST_002175,35.0,Male,,SME,2020-04-26 13:23:33,0,,RM_014,BR_015
CUST_007857,24.0,Female,North,SME,,1,2020-07-27 12:44:43,RM_028,BR_017
CUST_001332,31.0,Female,North,Corporate,2021-11-09 15:40:05,1,2024-12-31 00:00:00,RM_027,BR_028
CUST_003662,41.0,Female,East,Premium,2016-07-15 02:29:02,0,,RM_019,BR_009
CUST_009876,50.0,Female,South,Retail,,1,2016-07-16 21:39:13,RM_015,BR_028
CUST_005457,,Male,East,Corporate,2015-04-16 04:46:07,1,2016-11-02 04:46:07,RM_050,BR_002
CUST_008057,32.0,,Central,,2020-07-29 14:38:40,0,,RM_031,
CUST_008843,73.0,Female,South,Retail,2015-04-03 12:56:26,0,,,BR_004
CUST_007390,43.0,Female,South,Premium,2017-01-27 01:59:08,0,,RM_003,BR_012
CUST_003529,74.0,Male,,SME,,1,2016-11-14 00:40:02,RM_039,BR_013
CUST_000449,,Female,,Retail,2017-06-07 13:20:55,0,,RM_014,
CUST_008772,56.0,Male,South,Retail,2015-06-01 23:04:57,0,,RM_046,BR_012
CUST_002123,19.0,Female,Central,Premium,2017-03-02 08:12:02,0,,RM_017,BR_010
CUST_001491,48.0,Female,East,Premium,2015-04-01 17:26:44,0,,,BR_021
CUST_002248,,Female,,SME,2019-09-09 21:03:48,0,,,
CUST_002730,73.0,Female,,SME,2016-03-09 02:42:06,0,,RM_049,
CUST_005407,45.0,,South,SME,,1,2020-08-02 01:53:51,,
CUST_008659,71.0,Female,East,Retail,2023-02-10 00:19:49,1,2024-04-29 00:19:49,,BR_008
CUST_006991,,Male,,SME,2018-04-09 10:47:09,0,,,
CUST_001712,,Male,East,Corporate,2021-03-25 07:13:43,0,,RM_019,
CUST_004375,67.0,Female,Central,Retail,2017-12-31 18:48:10,1,2020-07-24 18:48:10,RM_040,BR_003
CUST_004902,51.0,Male,North,Corporate,2020-04-22 00:10:46,0,,RM_024,BR_029
CUST_004797,32.0,Female,South,Corporate,2020-11-15 19:19:31,1,2022-09-29 19:19:31,RM_007,BR_029
CUST_002584,57.0,,South,,2023-03-29 16:06:31,1,2023-07-07 16:06:31,RM_016,BR_007
CUST_004629,73.0,Female,West,SME,,1,2022-02-11 16:04:33,RM_026,BR_028
CUST_003167,58.0,Male,North,Retail,2018-09-01 14:03:15,1,,RM_013,BR_009
CUST_003763,62.0,Female,West,Corporate,2021-11-10 14:41:05,1,2023-09-06 14:41:05,RM_035,BR_019
CUST_004976,33.0,Male,Central,Premium,2016-08-20 02:47:27,0,,RM_007,
CUST_006897,60.0,Male,Central,Retail,2020-05-21 18:20:50,0,,RM_018,BR_009
CUST_001055,,Male,South,Retail,2023-06-15 22:20:20,0,,RM_005,BR_015
CUST_005917,70.0,Female,South,Premium,2020-01-11 22:31:23,0,,RM_046,BR_008
CUST_009983,26.0,Female,North,Premium,2020-03-23 10:38:48,0,,,BR_002
CUST_007374,51.0,Female,Central,SME,2019-08-10 23:19:15,0,,RM_046,BR_010
CUST_009977,48.0,Male,East,Corporate,2016-06-06 08:16:21,1,2017-02-12 08:16:21,RM_048,BR_025
CUST_000359,64.0,Male,,,2021-05-11 04:22:11,1,2024-10-01 04:22:11,RM_007,BR_005
CUST_007237,42.0,Male,East,SME,2017-11-24 15:12:47,0,,RM_008,BR_018
CUST_003520,71.0,Male,South,Premium,2016-10-18 22:00:50,0,,RM_022,BR_011
CUST_007425,,Female,East,SME,2019-12-30 23:12:01,1,2022-07-19 23:12:01,RM_049,BR_018
CUST_001881,32.0,Male,,Corporate,,0,,RM_011,
CUST_009564,22.0,Female,North,,2018-11-09 20:00:43,0,,RM_008,BR_014
CUST_009095,31.0,Female,South,Retail,2021-05-03 09:58:04,1,2024-12-31 00:00:00,RM_032,BR_021
CUST_007793,,,,,2019-07-04 03:07:33,0,,RM_031,BR_002
CUST_002181,41.0,Female,West,,2020-05-20 00:51:12,0,,RM_023,BR_001
CUST_007694,26.0,Male,South,SME,2018-10-08 00:07:06,0,,RM_015,BR_014
CUST_002313,22.0,Male,West,,2015-09-27 07:41:52,0,,,BR_003
CUST_008517,72.0,,South,SME,2017-09-18 09:57:46,0,,RM_018,BR_006
CUST_004206,29.0,Male,East,Corporate,,0,,RM_047,BR_019
CUST_001976,54.0,Female,North,Retail,2015-06-27 02:51:29,0,,RM_049,BR_022
CUST_002554,59.0,Female,East,Retail,2015-04-07 07:49:38,0,,RM_039,BR_019
CUST_007084,,Female,East,,2015-12-22 00:13:30,0,,RM_017,BR_014
CUST_004565,53.0,Male,South,Retail,2019-03-15 22:34:36,0,,,BR_030
CUST_007871,50.0,Male,South,SME,,0,,,BR_014
CUST_004938,,Female,South,SME,2021-02-21 17:45:07,1,2022-04-26 17:45:07,,BR_016
CUST_006389,,Male,West,Premium,2021-06-20 04:43:43,0,,RM_001,
CUST_003868,,Female,East,Retail,2019-01-13 12:28:15,1,2019-12-31 12:28:15,,BR_020
CUST_007416,44.0,Male,West,Corporate,2022-03-28 11:02:12,0,,,BR_014
CUST_007678,18.0,Female,South,,2018-03-06 09:34:51,0,,RM_021,BR_010
CUST_000069,23.0,Female,,,2018-12-27 13:29:27,0,,RM_050,BR_015
CUST_003536,,Female,West,Retail,2019-12-05 21:43:25,0,,RM_029,BR_011
CUST_004783,24.0,,Central,Retail,2016-09-03 09:45:13,0,,RM_005,BR_019
CUST_003196,28.0,Male,South,Premium,2022-10-04 00:15:19,0,,RM_046,BR_016
CUST_000028,72.0,Male,West,SME,2021-12-27 04:57:23,1,2024-12-31 00:00:00,RM_049,
CUST_000108,57.0,Female,West,Premium,2019-01-02 19:13:50,0,,RM_034,BR_022
CUST_007850,61.0,Female,South,Retail,2016-12-31 09:04:23,1,2017-09-07 09:04:23,,BR_017
CUST_008197,55.0,Male,North,,2023-03-04 08:54:22,0,,RM_014,BR_022
CUST_006811,18.0,Male,East,Premium,2019-08-03 04:55:32,0,,RM_037,BR_028
CUST_007316,67.0,Male,,Premium,2017-01-15 22:46:30,0,,RM_050,BR_014
CUST_009496,33.0,Male,,SME,2019-01-11 15:23:35,0,,RM_019,BR_008
CUST_009206,,Male,North,Premium,2018-08-29 08:25:44,0,,RM_002,BR_014
CUST_006238,30.0,Female,Central,Premium,2020-10-21 00:41:01,0,,,
CUST_009953,54.0,Female,,Corporate,2017-08-10 22:30:35,0,,RM_032,BR_021
CUST_006445,22.0,Male,East,Retail,2020-07-03 09:17:48,0,,RM_006,BR_010
CUST_002703,70.0,Male,,Retail,2021-03-16 00:31:54,0,,RM_019,BR_017
CUST_009715,45.0,Female,West,Retail,2015-12-24 13:40:41,0,,RM_046,BR_015
CUST_001282,,Male,West,Corporate,2021-10-20 07:17:17,0,,RM_043,BR_019
CUST_007677,67.0,Male,East,Premium,,0,,RM_048,BR_008
CUST_003544,38.0,Female,Central,Retail,2020-06-03 12:37:49,1,2022-01-30 12:37:49,RM_038,BR_024
CUST_008164,73.0,Female,West,,2016-07-06 13:43:50,1,2018-12-30 13:43:50,RM_027,BR_007
CUST_008211,45.0,Male,North,,2020-03-06 12:16:16,0,,RM_019,BR_006
CUST_009542,71.0,Male,,Retail,2021-07-19 19:16:59,0,,RM_050,BR_014
CUST_006781,,Male,West,Retail,,0,,RM_043,BR_029
CUST_001602,37.0,,Central,Retail,2017-09-10 19:25:09,0,,RM_021,BR_019
CUST_004377,50.0,Female,East,SME,2018-04-03 22:53:24,0,,RM_004,BR_004
CUST_003207,,Male,West,SME,2017-11-27 13:31:35,0,,RM_027,BR_002
CUST_002618,,Female,South,SME,2015-11-19 08:46:39,1,2017-01-12 08:46:39,RM_016,BR_023
CUST_009789,72.0,Male,,Retail,2016-07-12 00:11:15,0,,RM_027,BR_028
CUST_003971,57.0,,Central,,2020-06-20 17:14:03,0,,RM_035,BR_006
CUST_005887,60.0,Female,South,Premium,,1,2024-12-31 00:00:00,RM_028,BR_015
CUST_002245,19.0,Female,,Retail,2016-04-28 01:27:50,0,,RM_009,BR_013
CUST_004350,65.0,,,Premium,2023-03-13 14:01:34,0,,RM_035,BR_022
CUST_008162,67.0,Female,Central,Premium,,1,2019-01-11 05:01:01,RM_027,
CUST_005885,73.0,Female,East,Retail,2021-10-12 11:37:16,0,,RM_041,BR_021
CUST_007041,54.0,Female,South,Corporate,2022-12-02 04:20:51,0,,,BR_023
CUST_004417,36.0,Female,West,Corporate,2017-09-02 12:05:07,1,2018-07-31 12:05:07,RM_042,BR_008
CUST_009477,54.0,Male,Central,Premium,2018-10-06 17:42:53,0,,RM_038,BR_007
CUST_009553,22.0,Female,West,Premium,2023-03-19 11:16:50,1,2024-12-31 00:00:00,,BR_029
CUST_001946,,Male,East,Corporate,,0,,RM_020,BR_006
CUST_008153,65.0,Male,North,Retail,2018-12-22 14:02:19,0,,RM_002,BR_003
CUST_001033,54.0,Male,North,Retail,2017-08-31 16:44:00,0,,RM_039,
CUST_007103,61.0,,Central,Corporate,2019-05-06 14:51:51,0,,,BR_023
CUST_002890,72.0,,South,Premium,2019-07-25 10:52:17,1,2022-02-02 10:52:17,RM_039,BR_018
CUST_001924,46.0,Male,South,Premium,2016-02-13 16:53:01,0,,RM_024,
CUST_007358,23.0,,North,,2015-10-21 07:27:24,1,2019-01-11 07:27:24,RM_034,BR_002
CUST_008803,67.0,,,Retail,2016-05-21 22:59:01,0,,RM_033,BR_010
CUST_006514,52.0,Female,North,Premium,2015-02-14 17:52:31,1,2015-12-29 17:52:31,RM_010,BR_026
CUST_007040,21.0,Male,,Corporate,2015-12-03 20:03:04,0,,RM_032,
CUST_007154,41.0,Male,North,Retail,2021-02-19 03:01:44,0,,RM_033,BR_023
CUST_009939,,Male,,Retail,2016-10-08 02:01:44,0,,,BR_021
CUST_006113,59.0,,Central,Corporate,2017-01-28 08:44:15,0,,RM_034,
CUST_005764,58.0,Male,South,Corporate,2019-03-08 22:56:09,0,,RM_009,BR_007
CUST_005368,25.0,Male,South,SME,2017-03-02 09:31:13,0,,RM_025,BR_001
CUST_008505,47.0,Female,North,Corporate,2019-12-04 02:46:13,0,,,BR_006
CUST_008105,,Male,Central,Corporate,2019-02-16 06:14:53,0,,,BR_005
CUST_003211,55.0,Male,North,Premium,,1,2017-06-18 13:57:41,RM_021,BR_015
CUST_000099,64.0,,Central,SME,2016-03-09 12:17:34,0,,RM_015,BR_013
CUST_003655,45.0,Male,North,Retail,2019-09-26 00:12:58,1,,RM_037,BR_019
CUST_009969,56.0,Male,East,,2020-12-23 02:15:16,0,,RM_022,BR_013
CUST_004046,,Female,North,Premium,2018-05-07 09:52:13,1,2021-12-11 09:52:13,RM_010,BR_018
CUST_003034,32.0,Female,South,Premium,2016-09-05 03:54:41,1,2020-03-05 03:54:41,RM_026,BR_003
CUST_005600,24.0,Male,West,SME,2016-01-05 05:06:35,1,2016-12-24 05:06:35,,BR_004
CUST_000175,72.0,Male,West,Corporate,2018-12-03 17:50:09,0,,RM_003,
CUST_008577,32.0,Female,West,Premium,2016-10-03 21:10:53,1,2019-06-20 21:10:53,RM_038,BR_001
CUST_006854,73.0,Female,Central,,,1,2019-07-19 23:47:05,RM_040,
CUST_009191,50.0,Male,East,Retail,2020-07-14 13:40:09,0,,RM_013,BR_030
CUST_009740,33.0,Male,North,Premium,,1,2018-11-02 06:43:12,RM_035,BR_022
CUST_003155,,Male,Central,Retail,2016-01-03 16:40:41,0,,RM_019,BR_022
CUST_005786,71.0,Female,East,SME,2022-05-18 01:20:50,0,,RM_038,BR_018
CUST_000566,69.0,Male,North,Retail,2016-12-08 11:20:33,0,,RM_022,BR_012
CUST_006762,48.0,Female,West,,2023-01-08 22:20:40,0,,RM_050,BR_023
CUST_002879,23.0,Female,,Retail,2018-01-07 06:27:51,0,,,BR_018
CUST_003230,45.0,Female,East,Retail,2019-11-07 18:16:03,0,,RM_014,BR_006
CUST_000113,46.0,Male,West,SME,2018-11-24 13:21:41,0,,RM_039,BR_024
CUST_004841,,Female,,Premium,2016-04-20 06:26:45,0,,RM_040,BR_010
CUST_005648,36.0,Male,South,SME,2019-06-08 10:54:36,0,,,BR_002
CUST_003638,47.0,Male,Central,Retail,2019-03-06 14:27:46,0,,RM_036,BR_030
CUST_001762,68.0,Male,North,SME,2020-02-10 16:55:37,0,,,BR_006
CUST_001333,27.0,Female,South,Premium,2019-07-14 04:00:59,1,2023-02-19 04:00:59,,BR_003
CUST_004850,55.0,Male,East,Corporate,,0,,RM_008,BR_006
CUST_009552,,Male,South,Corporate,2018-05-18 23:44:29,0,,RM_041,BR_016
CUST_004154,48.0,Male,East,Retail,2018-06-04 18:18:54,0,,RM_029,BR_002
CUST_005478,49.0,Female,East,Retail,2021-06-30 10:43:25,0,,RM_001,BR_021
CUST_005392,,Female,South,Corporate,2020-11-06 12:13:28,1,,RM_033,BR_030
CUST_002788,70.0,Female,East,Premium,2019-07-18 06:05:51,0,,RM_043,BR_019
CUST_009689,,Male,South,SME,2021-11-03 22:16:27,1,,RM_017,BR_022
CUST_008060,37.0,Male,North,Retail,2022-03-11 21:04:51,0,,RM_005,BR_007
CUST_005683,48.0,Female,Central,Premium,2016-12-22 09:06:24,0,,RM_030,BR_001
CUST_009979,66.0,,West,Premium,2019-01-01 12:06:38,0,,RM_040,
CUST_006577,33.0,,North,Retail,2019-02-19 14:50:31,1,2022-02-02 14:50:31,,BR_006
CUST_002068,61.0,Female,South,Retail,2016-08-10 19:32:04,0,,RM_014,BR_028
CUST_000711,68.0,Male,East,SME,,0,,RM_029,BR_028
CUST_002048,69.0,Male,West,SME,2016-06-18 10:25:30,1,,RM_028,BR_002
CUST_006630,52.0,,West,Premium,,1,2023-08-04 00:06:24,,
CUST_007015,61.0,Male,West,Premium,2018-10-14 18:02:39,0,,RM_037,BR_005
CUST_006041,49.0,Female,East,Corporate,2017-04-08 00:40:34,0,,RM_032,BR_002
CUST_000671,27.0,Male,South,Retail,,0,,,BR_018
CUST_006401,21.0,Female,Central,,2015-01-12 05:13:19,0,,RM_015,BR_002
CUST_004930,,Male,,Retail,2020-01-09 09:45:48,0,,RM_036,BR_024
CUST_003202,29.0,Female,East,Corporate,2021-12-01 11:57:03,0,,RM_006,BR_005
CUST_008183,,,South,Premium,2019-05-11 02:05:51,1,2022-04-14 02:05:51,RM_033,BR_024
CUST_001235,49.0,Male,North,SME,2015-01-15 14:50:25,1,,RM_036,BR_009
CUST_007379,56.0,Female,,Corporate,2017-05-29 05:59:31,0,,RM_002,BR_026
CUST_000938,71.0,Male,Central,SME,2018-12-03 01:32:56,0,,RM_004,BR_008
CUST_006500,,Male,West,Premium,2015-09-30 11:08:06,1,,RM_006,BR_026
CUST_000794,61.0,Male,,SME,2018-08-30 21:32:27,0,,RM_028,BR_005
CUST_004419,64.0,Male,West,Premium,2017-03-08 19:22:10,0,,RM_049,BR_030
CUST_004185,34.0,Female,,Retail,2017-11-28 21:37:45,0,,RM_043,
CUST_008273,,Male,West,,2019-05-06 21:38:48,0,,RM_018,
CUST_001959,50.0,Male,Central,SME,2023-05-25 15:34:58,0,,RM_004,BR_024
CUST_004544,27.0,Male,North,Corporate,2015-04-24 00:09:18,0,,,
CUST_002948,34.0,Female,,SME,2018-09-16 13:01:16,0,,RM_027,BR_015
CUST_000936,25.0,Female,North,SME,2016-05-04 21:02:09,0,,RM_020,
CUST_005575,47.0,Male,Central,Retail,2018-11-25 16:17:53,0,,RM_047,BR_022
CUST_009804,27.0,,South,SME,,1,2024-11-08 14:26:51,RM_044,BR_001
CUST_008292,74.0,Female,West,Corporate,2019-01-10 07:11:45,0,,,
CUST_007437,,Female,,Corporate,,0,,RM_017,BR_018
CUST_006731,42.0,Male,West,Premium,2015-04-23 14:53:05,0,,RM_025,
CUST_003640,27.0,Female,South,Retail,2019-06-28 21:29:46,0,,RM_007,BR_028
CUST_003361,47.0,Female,South,SME,2020-04-10 04:52:53,0,,RM_046,BR_008
CUST_003238,58.0,,South,Corporate,2019-05-29 16:09:26,0,,RM_008,BR_023
CUST_006060,39.0,Female,,Retail,2021-02-03 22:08:52,0,,RM_010,BR_007
CUST_009505,61.0,Male,North,Corporate,2019-04-06 03:43:14,0,,RM_042,BR_022
CUST_007290,27.0,Female,South,SME,2016-10-14 00:24:59,0,,RM_030,BR_025
CUST_009848,,Male,South,Corporate,2020-08-15 11:25:25,0,,RM_024,BR_019
CUST_006105,60.0,Male,East,Retail,2016-10-30 16:48:29,0,,RM_043,BR_014
CUST_000005,26.0,Male,South,SME,2018-09-05 05:07:05,0,,RM_004,BR_009
CUST_006078,71.0,Female,West,,2016-10-15 07:54:07,0,,RM_022,
CUST_000543,73.0,,West,Premium,2016-06-25 17:42:29,0,,RM_029,BR_020
CUST_007503,30.0,Female,West,,2022-11-18 04:25:14,0,,RM_014,BR_007
CUST_006188,48.0,Male,West,Premium,2022-12-20 22:18:30,0,,RM_021,BR_002
CUST_004638,74.0,Male,West,SME,2018-06-04 22:54:42,0,,RM_023,BR_009
CUST_006422,46.0,Female,South,SME,2020-03-09 23:32:56,0,,RM_036,BR_015
CUST_009025,,Male,East,Premium,2015-09-20 23:18:36,0,,RM_025,BR_028
CUST_000265,49.0,Male,,Premium,,1,2023-06-08 10:50:22,RM_015,
CUST_003587,43.0,Female,South,SME,2023-05-14 02:17:46,0,,RM_003,
CUST_002345,,Female,East,SME,2016-09-16 22:52:15,0,,RM_027,BR_002
CUST_006789,23.0,Male,West,,2019-06-25 09:36:18,0,,,BR_025
CUST_000496,,Female,East,,2016-01-04 19:26:30,1,2019-02-06 19:26:30,RM_048,BR_008
CUST_004631,23.0,Male,Central,,2020-03-24 04:04:04,0,,,BR_018
CUST_003401,54.0,Male,Central,Retail,2018-01-07 21:24:34,0,,RM_047,BR_006
CUST_006353,54.0,Female,,Premium,2019-03-05 16:10:21,0,,RM_011,BR_004
CUST_002060,59.0,,West,Corporate,2016-04-08 19:08:25,0,,RM_018,BR_001
CUST_001178,55.0,Female,East,Retail,2017-03-14 22:27:59,0,,RM_007,BR_011
CUST_009949,57.0,Female,North,Corporate,2017-08-21 21:59:29,0,,RM_028,BR_014
CUST_002615,74.0,Female,West,Retail,,0,,RM_039,BR_029
CUST_009360,,Female,Central,Corporate,2018-07-30 12:00:38,1,2019-01-17 12:00:38,RM_046,BR_022
CUST_000056,60.0,Male,Central,SME,2015-05-16 21:06:09,1,2019-02-23 21:06:09,RM_017,BR_022
CUST_005945,73.0,Female,North,Retail,2021-01-30 10:30:58,0,,RM_026,
CUST_006611,29.0,Female,,Premium,2022-12-16 06:49:05,0,,RM_009,BR_018
CUST_007275,40.0,Male,South,Corporate,2018-09-23 00:25:43,0,,RM_013,
CUST_004324,49.0,Male,South,Premium,2016-07-28 05:02:27,0,,RM_004,BR_003
CUST_009255,64.0,Male,East,Corporate,2015-06-14 12:09:14,0,,RM_017,BR_011
CUST_003566,51.0,,North,Premium,2022-02-25 02:26:19,1,2022-07-22 02:26:19,RM_040,
CUST_001139,20.0,Female,,Premium,2019-08-01 14:44:18,0,,RM_012,BR_003
CUST_001868,18.0,Male,East,SME,,0,,RM_029,
CUST_007180,60.0,Male,North,SME,2022-05-21 01:20:38,0,,,BR_010
CUST_003256,25.0,Male,North,Retail,,0,,RM_038,BR_008
CUST_006428,,Male,,Retail,,0,,RM_033,BR_025
CUST_000614,,Female,Central,SME,2020-10-29 11:38:51,0,,RM_009,BR_011
CUST_002371,62.0,Male,North,Corporate,,0,,RM_036,
CUST_006519,42.0,Female,North,Retail,2016-12-08 12:03:20,0,,RM_010,BR_022
CUST_008013,28.0,Female,East,Premium,2018-08-11 05:16:17,0,,RM_004,BR_005
CUST_003316,44.0,Female,South,SME,2016-05-17 08:13:33,1,2018-02-24 08:13:33,RM_039,BR_025
CUST_004456,57.0,Male,West,,2020-07-26 05:38:27,1,2023-07-31 05:38:27,RM_010,BR_007
CUST_004864,73.0,Male,East,Retail,2023-02-16 12:37:13,0,,RM_026,BR_001
CUST_006777,45.0,,North,Corporate,2022-05-01 14:53:01,0,,,BR_029
CUST_001500,33.0,,Central,Corporate,2017-03-18 14:25:42,0,,RM_028,
CUST_003977,,Male,West,Corporate,2020-09-12 04:03:26,0,,RM_048,BR_019
CUST_003217,,Male,West,Retail,,0,,RM_035,BR_014
CUST_002019,57.0,Female,South,,2020-08-09 04:03:16,0,,RM_029,BR_007
