interaction_id,customer_id,date,channel,reason,resolved,sentiment_score
INT_0012607,CUST_002655,2024-11-05 08:37:49,Chat,Account Issue,No,8.6
INT_0019472,CUST_008264,2018-07-08 14:04:03,Email,Feedback,Yes,9.8
INT_0001699,CUST_004291,2019-12-25 04:47:51,Chat,Account Issue,No,5.1
INT_0013128,CUST_007594,2024-06-13 09:10:09,Branch,,Yes,
INT_0001058,CUST_009638,,Call Centre,Account Issue,Yes,3.4
INT_0009464,CUST_008425,2021-02-12 19:44:20,Call Centre,Inquiry,No,4.5
INT_0001462,CUST_008261,2022-11-12 05:43:29,Email,,Yes,8.9
INT_0002563,CUST_002170,,Email,,,9.1
INT_0004152,CUST_001831,2022-01-28 16:40:21,Chat,Feedback,Yes,2.7
INT_0006108,CUST_005488,2024-04-29 23:50:45,Call Centre,Feedback,Yes,8.0
INT_0001232,CUST_004048,2021-02-18 03:38:55,Email,Inquiry,Yes,9.7
INT_0005836,CUST_008343,2024-10-04 22:53:20,Branch,Loan Query,No,9.3
INT_0019701,CUST_004853,2018-10-04 09:47:48,Call Centre,,No,
INT_0018753,CUST_005999,2019-08-25 17:18:46,Email,Loan Query,Yes,7.5
INT_0003090,CUST_003621,2022-07-18 01:21:51,Email,Account Issue,No,1.8
INT_0003214,CUST_000867,2024-06-11 01:25:35,Email,,No,8.9
INT_0004496,CUST_006368,2020-03-11 02:11:51,,Inquiry,No,6.1
INT_0012842,CUST_004898,2018-11-08 09:16:09,Branch,Complaint,,1.1
INT_0004014,CUST_004090,2021-02-01 12:14:46,Branch,Loan Query,Yes,9.3
INT_0001153,CUST_009483,,Email,,Yes,6.0
INT_0018100,CUST_001751,2018-01-15 21:38:13,Chat,Inquiry,Yes,4.0
INT_0011213,CUST_001913,2019-05-03 23:01:30,Email,Feedback,Yes,
INT_0012510,CUST_009613,,Branch,Complaint,Yes,3.6
INT_0013489,CUST_003210,,Chat,Loan Query,,2.2
INT_0006980,CUST_006811,2019-08-12 22:14:40,Call Centre,Inquiry,,5.0
INT_0007036,CUST_006438,2018-11-15 06:39:50,,Feedback,Yes,4.6
INT_0000837,CUST_005090,2024-05-18 23:17:04,,Loan Query,Yes,1.9
INT_0009435,CUST_006316,2020-01-28 05:31:26,Branch,Feedback,Yes,
INT_0006900,CUST_000622,,Branch,Inquiry,Yes,7.8
INT_0005107,CUST_000626,2021-11-13 00:29:45,Call Centre,Complaint,Yes,7.1
INT_0017860,CUST_004458,2022-07-30 14:52:55,Chat,Loan Query,Yes,3.4
INT_0002328,CUST_000144,,Chat,Feedback,Yes,9.2
INT_0012813,CUST_008700,2022-06-04 01:44:17,Email,Loan Query,Yes,5.4
INT_0015294,CUST_001060,2024-09-23 09:55:02,Branch,Inquiry,Yes,6.8
INT_0009807,CUST_003878,2024-03-04 17:20:53,Chat,Feedback,,2.6
INT_0005254,CUST_005830,2019-01-26 12:20:27,Call Centre,Account Issue,,9.6
INT_0016377,CUST_008963,2024-02-23 05:07:39,Call Centre,Loan Query,No,3.9
INT_0004392,CUST_003932,2021-03-25 23:11:46,Call Centre,Loan Query,Yes,9.2
INT_0005796,CUST_003902,2022-10-28 16:45:04,Email,Inquiry,Yes,4.7
INT_0007935,CUST_005580,2023-12-24 03:28:40,Email,Inquiry,No,2.0
INT_0006347,CUST_002039,2020-03-21 09:08:37,,Account Issue,Yes,
INT_0005502,CUST_009940,2022-06-13 07:38:00,Call Centre,Complaint,No,8.3
INT_0019485,CUST_007223,2024-11-06 14:33:38,Chat,Complaint,Yes,3.2
INT_0004378,CUST_008636,2021-08-10 11:21:39,Call Centre,Complaint,Yes,2.5
INT_0002350,CUST_009034,2024-10-01 06:46:23,Branch,Account Issue,No,5.4
INT_0011583,CUST_003625,2021-01-13 05:55:35,Call Centre,Complaint,Yes,5.8
INT_0000239,CUST_001020,2019-01-23 21:27:23,,Loan Query,Yes,
INT_0017423,CUST_005118,2021-01-04 03:04:45,,Account Issue,Yes,6.2
INT_0002192,CUST_006506,2024-04-05 17:19:39,Email,,Yes,1.7
INT_0004046,CUST_001587,2024-03-06 10:56:04,Call Centre,Account Issue,Yes,9.7
INT_0011214,CUST_006373,2019-02-04 16:14:37,Chat,Complaint,No,9.0
INT_0013221,CUST_004396,,Email,Account Issue,No,1.9
INT_0010709,CUST_007863,2023-02-10 11:00:34,Call Centre,Feedback,Yes,9.2
INT_0014254,CUST_005474,2024-02-25 23:56:32,Email,Inquiry,No,
INT_0003721,CUST_008824,2022-02-08 02:51:10,Branch,Complaint,Yes,5.3
INT_0001705,CUST_005638,2021-03-23 05:28:52,Chat,Feedback,Yes,
INT_0005345,CUST_000257,,Chat,Complaint,Yes,
INT_0019169,CUST_008247,2019-04-12 15:55:31,Call Centre,Inquiry,Yes,
INT_0010513,CUST_009816,2020-09-03 20:03:27,,Loan Query,Yes,
INT_0016652,CUST_009452,2024-05-29 01:57:56,Chat,,Yes,3.5
INT_0005111,CUST_009461,2023-04-06 21:04:30,Email,Inquiry,Yes,9.6
INT_0017985,CUST_005482,2019-01-05 16:54:56,,Inquiry,Yes,6.7
INT_0013336,CUST_007817,2024-05-23 09:42:38,,Complaint,Yes,1.1
INT_0018845,CUST_009307,2022-04-20 10:16:38,Branch,Account Issue,Yes,5.7
INT_0007576,CUST_006236,2023-09-09 03:44:45,,,Yes,2.5
INT_0009255,CUST_006686,2019-07-13 00:45:31,,Complaint,Yes,
INT_0007009,CUST_005793,,Branch,Inquiry,Yes,5.7
INT_0000107,CUST_009445,2024-08-04 08:31:28,Branch,Feedback,Yes,1.2
INT_0018323,CUST_007059,2022-10-16 19:09:16,Call Centre,,Yes,5.5
INT_0009162,CUST_000828,,Call Centre,Loan Query,Yes,7.9
INT_0003627,CUST_002446,,Branch,Account Issue,Yes,8.6
INT_0001520,CUST_008576,2019-10-05 04:17:40,Chat,,No,
INT_0017284,CUST_002787,2023-04-30 20:08:41,Branch,,Yes,6.3
INT_0002482,CUST_005221,,Email,Complaint,No,6.1
INT_0000887,CUST_000177,2023-06-24 20:31:44,Chat,,No,
INT_0003930,CUST_005235,2023-11-15 11:15:02,Email,,,6.9
INT_0018252,CUST_006678,2024-02-18 11:26:13,Branch,Account Issue,No,7.1
INT_0015720,CUST_000895,2022-12-03 00:34:08,Branch,Inquiry,Yes,3.0
INT_0018677,CUST_001462,2021-02-03 23:40:15,Email,Feedback,Yes,4.5
INT_0002583,CUST_006880,2023-12-11 01:56:35,Call Centre,Feedback,Yes,9.1
INT_0002166,CUST_007518,,Chat,,No,9.5
INT_0019932,CUST_003729,2021-10-10 07:22:29,Email,Loan Query,Yes,4.6
INT_0011928,CUST_008324,2021-05-08 05:59:12,Email,Inquiry,,8.1
INT_0005519,CUST_001137,2023-10-31 16:28:53,,Account Issue,Yes,5.6
INT_0004019,CUST_000020,2022-07-21 03:41:27,Chat,Loan Query,,4.2
INT_0002395,CUST_009305,2024-10-15 19:50:19,Chat,Inquiry,,
INT_0019164,CUST_004991,2019-12-02 15:05:31,Email,Account Issue,No,8.9
INT_0002845,CUST_008067,2021-07-26 12:06:51,Email,Complaint,Yes,3.1
INT_0011845,CUST_001591,2019-03-03 06:22:53,Chat,Account Issue,No,7.7
INT_0017935,CUST_004759,2022-12-10 09:42:20,Chat,Complaint,Yes,3.7
INT_0000620,CUST_004312,2020-01-28 00:53:13,,,,
INT_0019209,CUST_002705,2023-12-03 12:11:56,Branch,,Yes,3.9
INT_0002599,CUST_004131,2021-02-02 07:06:08,Branch,Inquiry,Yes,2.4
INT_0013012,CUST_007392,2019-08-26 02:24:04,Call Centre,Feedback,Yes,9.5
INT_0017069,CUST_005979,2019-03-07 02:00:07,,Inquiry,Yes,
INT_0005016,CUST_006802,2018-01-13 15:13:59,Call Centre,Account Issue,Yes,8.5
INT_0013049,CUST_008658,,,,Yes,3.8
INT_0003758,CUST_003885,2022-03-17 11:18:40,Email,,Yes,2.4
INT_0017941,CUST_006715,2019-01-04 20:40:46,,Feedback,Yes,3.7
INT_0014375,CUST_009750,,Branch,Account Issue,Yes,6.0
INT_0014759,CUST_006920,2020-02-11 14:10:19,Email,Complaint,Yes,8.2
INT_0003580,CUST_005224,2023-12-24 05:24:38,,Feedback,Yes,
INT_0000741,CUST_000409,2020-08-28 08:59:23,Call Centre,Account Issue,Yes,1.9
INT_0015972,CUST_001238,2018-09-04 08:04:05,Chat,Feedback,Yes,8.4
INT_0016830,CUST_001966,2019-10-06 20:55:00,Branch,Complaint,Yes,1.0
INT_0012816,CUST_005156,2020-11-26 20:24:29,Branch,Complaint,,2.8
INT_0002049,CUST_001459,2022-10-02 10:23:11,Chat,Feedback,Yes,3.8
INT_0002284,CUST_009455,2022-01-28 11:34:09,Email,,No,2.6
INT_0004702,CUST_007030,,Branch,Account Issue,Yes,6.7
INT_0001035,CUST_004551,2018-07-09 12:08:43,Chat,,Yes,1.3
INT_0011519,CUST_004854,2019-07-19 20:01:58,Call Centre,Loan Query,Yes,5.8
INT_0017051,CUST_002228,2019-04-19 15:27:27,Chat,Feedback,,4.6
INT_0003920,CUST_006099,2019-12-25 08:44:54,Chat,,Yes,
INT_0019477,CUST_008992,2024-06-04 08:37:55,Email,Account Issue,Yes,5.7
INT_0017808,CUST_001278,2020-11-10 07:21:00,Email,Account Issue,No,
INT_0015448,CUST_004263,2020-02-12 12:11:10,Email,Feedback,Yes,1.0
INT_0018028,CUST_003452,2018-12-04 12:49:40,Email,Complaint,Yes,3.8
INT_0014766,CUST_004870,2021-01-30 11:14:39,Chat,Account Issue,,3.0
INT_0014546,CUST_005935,2020-05-18 11:40:41,Email,Loan Query,Yes,7.9
INT_0009942,CUST_005378,2021-10-28 19:43:33,Email,Loan Query,Yes,
INT_0016380,CUST_007326,2021-06-20 02:01:14,Chat,,Yes,7.8
INT_0016700,CUST_001597,2022-05-31 08:26:58,Branch,Complaint,Yes,5.8
INT_0017208,CUST_001214,2023-10-12 10:42:45,Email,Inquiry,Yes,4.8
INT_0007161,CUST_007224,2021-06-03 11:53:37,Chat,Complaint,No,
INT_0014861,CUST_004698,2020-11-11 00:01:00,Branch,Inquiry,Yes,2.0
INT_0009783,CUST_005406,2019-04-15 03:11:16,,Loan Query,No,9.6
INT_0004916,CUST_000727,2021-08-25 17:52:37,Email,Loan Query,,5.1
INT_0011683,CUST_009923,2020-06-14 13:47:22,Chat,Complaint,No,4.4
INT_0005974,CUST_001983,,Email,Account Issue,No,7.5
INT_0006502,CUST_002743,2024-08-22 12:24:16,Branch,,Yes,6.6
INT_0010162,CUST_000343,2021-12-21 01:36:49,Chat,Complaint,Yes,8.4
INT_0015915,CUST_002268,2022-03-07 00:10:39,,Inquiry,Yes,9.0
INT_0013809,CUST_009630,2023-06-02 13:43:29,Branch,Inquiry,Yes,1.8
INT_0007042,CUST_009950,2020-05-25 21:44:20,Chat,Feedback,Yes,9.4
INT_0014760,CUST_003554,2022-05-04 09:49:48,Chat,Account Issue,No,5.8
INT_0014195,CUST_001144,2018-07-04 10:22:50,Call Centre,Loan Query,No,1.2
INT_0016316,CUST_003620,,Email,Account Issue,Yes,1.5
INT_0009269,CUST_009664,2021-10-01 01:20:43,Branch,Account Issue,Yes,3.8
INT_0008594,CUST_006329,2018-12-25 02:09:25,Call Centre,Inquiry,Yes,5.1
INT_0009480,CUST_003831,2024-11-29 22:46:51,Call Centre,Feedback,Yes,2.0
INT_0019744,CUST_004417,2022-02-02 13:21:49,Chat,Complaint,Yes,1.0
INT_0013729,CUST_002783,2023-06-22 02:56:03,Email,Inquiry,Yes,1.5
INT_0004902,CUST_005169,2022-01-21 17:08:42,Chat,Complaint,Yes,1.8
INT_0016373,CUST_001927,,Branch,Complaint,Yes,3.4
INT_0012257,CUST_004696,2024-01-21 06:49:26,,Feedback,,2.4
INT_0017854,CUST_004870,2021-12-12 23:50:02,Call Centre,Inquiry,No,1.1
INT_0002895,CUST_006331,2020-05-27 20:11:14,Call Centre,,Yes,8.9
INT_0003323,CUST_006863,,Chat,Inquiry,Yes,7.9
INT_0016279,CUST_004036,2023-09-16 13:19:19,,Inquiry,Yes,1.0
INT_0004390,CUST_007344,2022-02-15 15:04:03,Branch,Loan Query,Yes,
INT_0009061,CUST_003387,2021-11-18 05:17:53,Chat,Loan Query,Yes,7.4
INT_0004029,CUST_004848,,,Inquiry,No,5.3
INT_0007473,CUST_001002,2019-06-14 02:41:43,Branch,Complaint,No,7.9
INT_0000165,CUST_009049,,,Inquiry,,9.3
INT_0015018,CUST_005590,2018-05-26 19:33:47,Email,,Yes,4.0
INT_0003280,CUST_006541,2021-06-08 15:45:41,Email,Account Issue,Yes,9.1
INT_0015426,CUST_001259,2024-10-15 10:46:19,Call Centre,Complaint,No,1.1
INT_0011148,CUST_007664,2022-03-06 14:35:41,,Feedback,Yes,7.6
INT_0002813,CUST_008358,2020-10-08 22:12:58,Call Centre,Inquiry,Yes,9.3
INT_0009805,CUST_000305,,Chat,Account Issue,Yes,5.4
INT_0002111,CUST_000273,2022-07-22 07:29:01,Email,Loan Query,No,1.6
INT_0011831,CUST_004080,,Chat,,Yes,2.2
INT_0018237,CUST_007841,2020-07-01 08:06:44,Call Centre,Account Issue,Yes,6.4
INT_0008879,CUST_003613,2021-11-18 15:33:31,Chat,Loan Query,No,
INT_0003218,CUST_009131,2020-04-17 14:06:56,Branch,Loan Query,Yes,5.5
INT_0019300,CUST_000834,2020-04-10 17:38:55,Email,,Yes,1.4
INT_0007125,CUST_003092,2022-11-25 20:26:59,Call Centre,,Yes,8.1
INT_0002512,CUST_008390,2023-01-23 03:57:57,Email,Complaint,,
INT_0016929,CUST_005824,2020-12-28 05:40:11,Email,Loan Query,No,4.7
INT_0014012,CUST_006095,2023-06-24 02:17:03,Branch,,Yes,8.8
INT_0010342,CUST_000205,2018-09-18 00:13:54,,Loan Query,,
INT_0003271,CUST_007808,,,Feedback,,
INT_0012928,CUST_005894,2020-10-29 10:06:09,,Account Issue,Yes,
INT_0013057,CUST_001173,2021-10-19 21:15:33,,Feedback,Yes,
INT_0015804,CUST_008966,2022-11-29 23:46:53,,Inquiry,Yes,4.2
INT_0013559,CUST_009768,2018-07-16 08:13:35,,Account Issue,Yes,8.9
INT_0001768,CUST_009961,2019-07-30 16:43:46,Call Centre,Inquiry,Yes,8.6
INT_0014858,CUST_002911,2024-02-05 08:37:29,Call Centre,Complaint,No,1.4
INT_0006790,CUST_002273,2024-10-09 21:42:57,Call Centre,Complaint,No,
INT_0001203,CUST_009126,2019-08-10 09:16:47,Call Centre,Inquiry,Yes,
INT_0014356,CUST_006949,2018-09-01 06:36:05,Branch,,Yes,
INT_0002903,CUST_005681,2019-10-06 23:05:51,Branch,Loan Query,Yes,1.4
INT_0013755,CUST_008631,2020-01-24 20:26:12,Branch,,Yes,4.6
INT_0003732,CUST_007848,2019-07-11 17:30:12,Branch,Loan Query,Yes,3.8
INT_0017358,CUST_006581,2023-05-26 12:09:20,Email,Feedback,No,8.9
INT_0010599,CUST_005799,2021-04-20 22:20:18,Chat,Feedback,,9.4
INT_0001500,CUST_007081,2020-07-11 16:10:53,Call Centre,Inquiry,Yes,4.2
INT_0004041,CUST_002545,2018-03-13 18:15:01,,Account Issue,Yes,9.2
INT_0001405,CUST_009916,2019-10-18 03:31:15,Call Centre,Loan Query,,6.4
INT_0018887,CUST_006082,2019-06-21 21:55:26,Branch,Inquiry,No,2.8
INT_0015187,CUST_007021,2020-03-14 17:35:31,Branch,Account Issue,Yes,1.6
INT_0011232,CUST_002277,2022-06-14 12:49:57,Call Centre,Inquiry,,5.7
INT_0019207,CUST_008426,,,Loan Query,,
INT_0013069,CUST_006268,2023-08-14 09:58:31,Branch,Inquiry,No,9.2
INT_0005581,CUST_009961,2020-09-06 07:22:36,Call Centre,,Yes,1.7
INT_0011951,CUST_006355,2023-05-01 07:31:18,,Loan Query,Yes,6.2
INT_0017347,CUST_005347,2020-01-08 00:13:34,Branch,Feedback,Yes,6.9
INT_0004833,CUST_009221,2019-12-04 17:17:44,,Inquiry,Yes,3.2
INT_0010534,CUST_003323,2022-12-05 13:41:47,Email,,No,1.3
INT_0007118,CUST_007127,2022-06-15 10:53:43,Call Centre,Complaint,Yes,9.0
INT_0002145,CUST_000676,2020-03-28 13:20:03,Branch,Complaint,Yes,5.5
INT_0019068,CUST_000426,2019-06-12 09:23:37,Call Centre,Feedback,Yes,9.3
INT_0008710,CUST_000034,2018-12-24 06:40:00,Chat,Inquiry,Yes,6.1
INT_0010872,CUST_004660,2023-08-09 04:47:26,Email,,Yes,1.0
INT_0012991,CUST_005569,2021-05-05 12:31:20,Chat,Loan Query,Yes,8.5
INT_0008943,CUST_005563,2024-10-24 13:48:15,,Loan Query,No,1.3
INT_0016967,CUST_002677,2021-03-09 20:16:06,Chat,Inquiry,No,6.3
INT_0000316,CUST_008935,2023-07-12 17:48:29,,Feedback,No,7.5
INT_0008543,CUST_006259,,,Inquiry,,
INT_0003880,CUST_004625,2021-12-13 14:01:39,,Complaint,Yes,6.9
INT_0009899,CUST_004647,,,Loan Query,,9.2
INT_0004973,CUST_005079,2022-03-30 19:37:54,Email,Account Issue,Yes,2.0
INT_0007962,CUST_000239,2021-06-09 14:56:08,Branch,Loan Query,Yes,6.9
INT_0001506,CUST_006132,2022-12-03 22:25:54,Chat,Account Issue,No,1.4
INT_0011675,CUST_004480,,,Inquiry,Yes,6.7
INT_0003483,CUST_009234,2020-11-29 05:19:09,Email,Feedback,Yes,1.6
INT_0010905,CUST_000322,2018-02-02 21:59:12,Branch,Inquiry,Yes,
INT_0013140,CUST_000546,,,Inquiry,No,6.5
INT_0019002,CUST_008793,2018-10-20 05:29:22,,Complaint,No,5.3
INT_0006902,CUST_005872,,Email,Inquiry,Yes,5.6
INT_0009368,CUST_008840,2023-09-21 17:20:37,Branch,Account Issue,Yes,8.0
INT_0000794,CUST_009437,2018-11-08 05:52:04,Email,,No,1.8
INT_0003332,CUST_009454,,Chat,Inquiry,,5.6
INT_0014653,CUST_000494,2024-12-19 16:55:37,Call Centre,Inquiry,,5.0
INT_0008932,CUST_004834,2020-03-01 05:46:00,Chat,Complaint,Yes,
INT_0009838,CUST_008227,,Chat,,Yes,4.7
INT_0014039,CUST_000144,,,Complaint,Yes,5.6
INT_0006489,CUST_002921,2020-12-16 06:46:35,Chat,Feedback,Yes,5.5
INT_0013215,CUST_005067,2023-04-30 23:04:59,Email,Complaint,Yes,5.2
INT_0016393,CUST_002583,2018-01-02 19:58:10,Email,Feedback,No,3.6
INT_0008527,CUST_005582,2018-06-12 08:21:57,Branch,Inquiry,Yes,2.0
INT_0011085,CUST_001476,2020-09-19 12:18:03,Call Centre,Complaint,No,5.9
INT_0018611,CUST_006694,2022-08-06 22:46:20,Branch,Account Issue,No,4.4
INT_0001390,CUST_007008,2018-03-01 13:13:28,,Feedback,Yes,6.9
INT_0008683,CUST_007239,2018-08-06 08:57:01,Branch,,No,9.7
INT_0019219,CUST_008769,2024-09-22 13:55:22,Email,Feedback,Yes,8.9
INT_0018336,CUST_006264,2024-09-11 16:06:36,,Feedback,Yes,5.2
INT_0009879,CUST_005979,,Call Centre,Loan Query,Yes,6.8
INT_0014522,CUST_009520,2023-12-31 15:42:10,Branch,Loan Query,Yes,2.0
INT_0012485,CUST_003859,2021-11-19 23:13:18,,Loan Query,Yes,7.9
INT_0015712,CUST_007049,2022-10-14 01:57:22,Branch,,Yes,1.9
INT_0007104,CUST_006270,2022-08-05 02:10:10,Call Centre,Loan Query,Yes,6.7
INT_0017088,CUST_002715,,Branch,,Yes,
INT_0006443,CUST_009869,2023-07-25 02:51:44,Branch,,Yes,
INT_0011532,CUST_006618,2022-02-01 19:17:48,Branch,Account Issue,No,8.8
INT_0012484,CUST_007915,2023-04-26 05:31:15,,Inquiry,Yes,3.7
INT_0017196,CUST_001959,2021-09-09 17:05:16,Chat,Feedback,Yes,5.9
INT_0012680,CUST_005786,2018-03-21 06:06:57,Chat,Feedback,Yes,1.9
INT_0009296,CUST_001935,2024-06-21 08:44:39,Branch,Account Issue,Yes,
INT_0009472,CUST_003179,2019-09-14 06:36:13,Email,Complaint,,9.0
INT_0015736,CUST_003124,2021-06-15 02:57:50,,Inquiry,,1.7
INT_0011185,CUST_009881,2024-10-22 05:56:04,Chat,Feedback,Yes,3.4
INT_0008195,CUST_007869,2024-06-03 01:48:28,Call Centre,Inquiry,No,2.5
INT_0008161,CUST_004667,2022-02-13 02:22:59,Email,Feedback,Yes,6.3
INT_0009012,CUST_002369,2020-12-24 14:59:51,Chat,Account Issue,Yes,1.6
INT_0001492,CUST_006461,2021-08-05 20:58:38,Call Centre,Complaint,Yes,6.6
INT_0006450,CUST_009372,2022-11-25 05:27:38,Chat,Account Issue,Yes,7.5
INT_0009349,CUST_005501,2022-03-03 10:36:49,,Account Issue,Yes,7.7
INT_0006726,CUST_009591,,Chat,Complaint,Yes,7.1
INT_0010116,CUST_005716,,,Inquiry,No,3.8
INT_0017981,CUST_004610,2020-10-10 09:03:15,Branch,,Yes,9.4
INT_0012292,CUST_003103,2021-12-23 13:44:37,Email,Account Issue,,
INT_0007397,CUST_006510,2021-07-18 09:24:30,Branch,Feedback,Yes,3.5
INT_0015137,CUST_001416,2024-11-27 17:06:45,Chat,Feedback,Yes,8.8
INT_0011635,CUST_008817,2024-06-21 13:38:05,Chat,Loan Query,Yes,7.5
INT_0000097,CUST_008977,2022-04-27 09:41:43,Email,Account Issue,Yes,
INT_0000912,CUST_000834,2021-01-21 22:16:08,Email,Inquiry,Yes,
INT_0013002,CUST_006291,2020-02-21 13:04:03,Branch,Complaint,,7.7
INT_0008580,CUST_000618,2019-09-12 23:26:37,Chat,Complaint,No,6.8
INT_0003560,CUST_009296,2021-04-23 18:59:53,Chat,Complaint,Yes,
INT_0001663,CUST_003775,2019-10-23 03:35:01,Branch,Feedback,Yes,5.7
INT_0008236,CUST_005733,2018-10-25 12:46:05,Email,,Yes,7.8
INT_0017456,CUST_003652,2022-04-24 23:52:31,Branch,Feedback,Yes,5.1
INT_0000172,CUST_007353,,Call Centre,Loan Query,Yes,
INT_0005183,CUST_006689,2019-04-27 09:09:46,Branch,Account Issue,,8.6
INT_0009293,CUST_001432,2023-02-13 23:35:22,Email,Inquiry,Yes,7.8
INT_0013430,CUST_004433,2022-10-04 12:52:57,Call Centre,Feedback,Yes,5.3
INT_0008083,CUST_001214,2023-03-12 14:23:17,Email,Account Issue,,4.1
INT_0005628,CUST_003841,,Chat,Feedback,Yes,6.0
INT_0003986,CUST_005291,2019-06-03 08:56:48,Branch,Account Issue,Yes,10.0
INT_0001450,CUST_001406,2021-09-23 02:12:18,Call Centre,Loan Query,No,
INT_0014906,CUST_008687,2024-10-27 14:11:37,Chat,Feedback,Yes,
INT_0001620,CUST_009469,2022-03-13 12:54:33,Branch,,,2.1
INT_0003173,CUST_006020,2022-04-26 01:08:00,Email,Account Issue,Yes,3.7
INT_0000803,CUST_004489,2019-07-11 20:42:03,Call Centre,,Yes,
INT_0012592,CUST_005203,2020-02-12 06:44:30,,Loan Query,,2.3
INT_0002463,CUST_000533,2024-08-25 21:25:39,,Inquiry,,7.4
INT_0018625,CUST_004635,2024-10-16 20:49:14,Chat,Complaint,Yes,
INT_0019561,CUST_008684,,Call Centre,Account Issue,Yes,5.5
INT_0005439,CUST_004555,2020-07-23 23:53:48,Email,Complaint,,8.9
INT_0017677,CUST_008687,2018-11-25 02:13:17,Branch,Feedback,Yes,2.2
INT_0014730,CUST_005547,2024-07-07 06:18:33,Call Centre,Complaint,Yes,6.0
INT_0018876,CUST_001622,2021-06-27 14:52:03,Email,Inquiry,No,7.8
INT_0017403,CUST_005562,2021-11-13 10:43:56,Call Centre,Inquiry,Yes,5.2
INT_0018728,CUST_006717,2018-10-19 11:26:34,,Feedback,Yes,
INT_0004981,CUST_002447,2023-04-30 09:33:30,Chat,Account Issue,No,8.5
INT_0018505,CUST_004816,,,,,4.3
INT_0019297,CUST_006185,2018-06-12 09:48:26,Branch,Inquiry,Yes,1.1
INT_0019108,CUST_006182,2021-08-18 19:42:18,Chat,,Yes,9.9
INT_0000893,CUST_007354,2023-02-08 13:31:05,Chat,Feedback,Yes,8.9
INT_0006924,CUST_009686,2021-11-13 08:05:15,Email,,Yes,6.8
INT_0000501,CUST_008351,2024-09-15 04:59:18,Chat,Loan Query,,4.2
INT_0006078,CUST_007084,2024-01-06 19:05:50,Call Centre,Loan Query,Yes,6.4
INT_0000823,CUST_000436,2024-11-07 09:19:21,Chat,Loan Query,No,9.2
INT_0015500,CUST_002430,2023-03-20 18:22:10,Chat,Inquiry,Yes,8.6
INT_0003772,CUST_008604,2023-07-11 08:56:52,Call Centre,Complaint,Yes,6.4
INT_0013913,CUST_003537,2022-08-09 20:33:57,Branch,Feedback,Yes,7.9
INT_0016853,CUST_004531,2020-08-04 17:06:51,,Account Issue,No,4.0
INT_0001297,CUST_007638,,Branch,Loan Query,,
INT_0004818,CUST_006164,2023-04-25 01:22:57,Call Centre,,Yes,7.5
INT_0009223,CUST_001518,2024-08-26 06:16:16,Chat,,Yes,2.8
INT_0019646,CUST_005241,2024-05-26 05:24:23,Email,Feedback,,
INT_0006995,CUST_002911,2024-10-10 04:26:11,Call Centre,Loan Query,Yes,
INT_0014774,CUST_009729,2021-05-27 22:40:03,Chat,Complaint,No,9.6
INT_0017628,CUST_002954,2021-04-27 03:25:01,Chat,,Yes,5.0
INT_0010653,CUST_001627,2019-03-31 06:16:36,Call Centre,Feedback,Yes,8.8
INT_0013117,CUST_001196,2021-09-23 06:55:34,Chat,Account Issue,,
INT_0017402,CUST_009155,2022-12-29 15:14:02,Call Centre,Loan Query,Yes,7.8
INT_0005658,CUST_002441,2021-06-24 04:26:52,Branch,,Yes,
INT_0006892,CUST_006646,2022-08-19 09:44:42,Chat,,Yes,6.1
INT_0005464,CUST_008916,2022-09-19 03:28:18,Branch,Complaint,Yes,5.2
INT_0014580,CUST_005245,2019-09-12 11:04:46,Call Centre,Loan Query,No,
INT_0001310,CUST_006160,2018-02-23 02:46:49,Branch,,,
INT_0009889,CUST_009696,2023-02-22 03:57:48,Chat,Account Issue,No,6.1
INT_0003818,CUST_000278,2019-03-03 16:09:22,Chat,Inquiry,,
INT_0007517,CUST_003873,2019-01-31 21:39:53,Email,Complaint,Yes,7.2
INT_0015264,CUST_008818,2019-08-24 11:33:16,,Complaint,Yes,5.8
INT_0019196,CUST_009131,2021-06-08 11:56:55,,Feedback,,8.9
INT_0008550,CUST_006751,,Branch,Loan Query,Yes,8.0
INT_0016218,CUST_000123,2021-03-04 03:13:22,Call Centre,,Yes,6.1
INT_0019728,CUST_005637,2018-03-31 08:16:40,Call Centre,Account Issue,,
INT_0016881,CUST_002241,2020-02-01 13:02:39,Branch,,Yes,6.2
INT_0014042,CUST_007668,2022-08-19 06:06:33,Email,Complaint,,4.0
INT_0013468,CUST_004165,2020-05-14 20:02:09,Branch,Account Issue,Yes,1.2
INT_0016904,CUST_000512,2022-05-23 10:13:31,,,Yes,
INT_0012043,CUST_006370,2021-03-03 19:48:44,Call Centre,Feedback,No,7.1
INT_0016826,CUST_009210,2021-02-25 21:32:13,Call Centre,Loan Query,Yes,
INT_0004635,CUST_004474,2019-03-11 07:33:10,Call Centre,,Yes,6.4
INT_0017504,CUST_006576,,,Account Issue,Yes,4.1
INT_0015732,CUST_004018,2023-11-06 05:46:56,Chat,Account Issue,,8.8
INT_0002358,CUST_009773,2022-07-25 03:35:28,Branch,Inquiry,,3.2
INT_0019397,CUST_004694,2024-01-06 18:48:29,Email,Inquiry,Yes,3.8
INT_0005471,CUST_001401,,,Loan Query,Yes,
INT_0002122,CUST_006488,2020-09-01 21:23:56,Chat,Inquiry,Yes,2.1
