account_id,customer_id,account_type,balance,status,open_date,close_date,product_count
ACC_0011641,CUST_001187,Savings,80304.17,Active,2016-02-21 08:36:33,,4.0
ACC_0008358,CUST_001081,Current,,Closed,2015-02-08 15:18:42,2017-07-31 15:18:42,
ACC_0006995,CUST_001898,Savings,6175.45,Closed,2021-01-07 10:51:29,,3.0
ACC_0003315,CUST_006893,,121984.75,Active,2015-08-27 18:12:09,,4.0
ACC_0010805,CUST_007344,,79034.28,Active,2019-10-28 20:59:33,,1.0
ACC_0003836,CUST_009728,Current,108281.69,Active,2019-07-10 15:04:16,,
ACC_0012080,CUST_001581,Loan,46267.54,Active,2015-01-19 10:38:56,,
ACC_0010575,CUST_006849,Savings,,Active,2015-03-05 19:19:06,,2.0
ACC_0003721,CUST_000083,Savings,133655.06,Active,2021-01-16 17:35:53,,
ACC_0014300,CUST_008372,Current,125597.41,,,,4.0
ACC_0010316,CUST_003681,Loan,115817.35,Active,2017-12-07 22:48:30,,
ACC_0009517,CUST_004873,Loan,1048.05,Dormant,,,4.0
ACC_0003658,CUST_007050,Loan,88839.32,Dormant,2015-05-09 10:44:30,,4.0
ACC_0007253,CUST_005975,Savings,84741.52,Active,2016-12-10 18:42:34,,3.0
ACC_0009692,CUST_006623,Fixed Deposit,145041.78,Closed,2018-02-24 10:16:41,2018-08-16 10:16:41,
ACC_0005810,CUST_007370,Fixed Deposit,18625.1,Active,2023-01-14 04:00:36,,1.0
ACC_0008285,CUST_007545,Loan,81814.79,Closed,2017-11-12 17:17:20,2019-12-07 17:17:20,2.0
ACC_0005383,CUST_003436,Loan,91203.26,Active,2017-09-14 15:53:37,,4.0
ACC_0005046,CUST_001708,Savings,67075.86,Closed,2019-07-11 05:16:56,2020-02-12 05:16:56,1.0
ACC_0007947,CUST_007856,Loan,,Active,2016-03-27 21:37:30,,
ACC_0008023,CUST_007672,Current,139423.35,Active,2015-06-29 10:07:20,,4.0
ACC_0008802,CUST_007093,Current,20434.14,Active,2020-12-31 14:09:37,,4.0
ACC_0008659,CUST_003247,Savings,,,2015-11-09 08:59:43,,2.0
ACC_0001609,CUST_003702,Savings,,,2023-05-19 15:17:56,,1.0
ACC_0014088,CUST_006198,Savings,136892.12,Active,2020-10-24 15:06:24,,2.0
ACC_0010578,CUST_008513,Fixed Deposit,137576.35,Active,2018-01-09 06:22:29,,3.0
ACC_0003237,CUST_007216,Fixed Deposit,59176.73,Closed,2015-06-11 08:43:32,2016-02-11 08:43:32,4.0
ACC_0013651,CUST_004454,Savings,,Active,2020-02-03 04:33:43,,1.0
ACC_0013957,CUST_007903,Loan,,Active,2020-05-25 05:16:43,,2.0
ACC_0002301,CUST_005434,Loan,50751.72,Closed,2022-05-14 05:12:52,,2.0
ACC_0011544,CUST_000595,,17025.1,Active,2019-09-20 23:39:29,,4.0
ACC_0009617,CUST_003743,Savings,127212.97,Active,,,1.0
ACC_0004457,CUST_002905,Fixed Deposit,,Closed,2016-01-16 15:38:45,2016-04-11 15:38:45,
ACC_0006287,CUST_006985,Fixed Deposit,28298.21,Active,2017-08-19 16:04:12,,1.0
ACC_0008865,CUST_004614,,48257.84,Active,2019-03-04 03:16:00,,2.0
ACC_0005334,CUST_008925,Loan,20048.49,Active,2022-05-19 16:46:50,,3.0
ACC_0011727,CUST_005878,Current,110737.83,Active,2015-08-23 15:22:23,,
ACC_0001913,CUST_005519,Savings,100957.08,Dormant,2016-10-03 03:26:21,,2.0
ACC_0001386,CUST_005785,Savings,137019.52,Active,2016-01-20 00:35:46,,1.0
ACC_0006111,CUST_006791,Current,,,,,1.0
ACC_0007791,CUST_003675,Loan,146093.84,Active,2017-05-05 23:22:02,,2.0
ACC_0001870,CUST_006775,Loan,116245.19,,2019-10-18 00:25:52,2022-10-21 00:25:52,1.0
ACC_0006403,CUST_000725,Current,113940.83,Active,,,4.0
ACC_0003137,CUST_004843,Loan,92375.85,Active,2019-04-21 06:42:59,,3.0
ACC_0002538,CUST_004549,Fixed Deposit,140309.11,Active,2023-02-04 13:55:13,,2.0
ACC_0007477,CUST_005132,,,Active,2020-08-03 07:23:27,,1.0
ACC_0004835,CUST_004086,,,Active,2022-08-22 09:20:31,,1.0
ACC_0006292,CUST_002014,Loan,11328.63,Active,2018-05-15 10:34:29,,3.0
ACC_0003608,CUST_005100,,88790.68,Active,,,1.0
ACC_0014193,CUST_005553,Savings,36700.77,Active,2021-03-27 03:48:04,,1.0
ACC_0001479,CUST_003129,Current,66704.12,Dormant,2022-02-22 22:42:22,,4.0
ACC_0009402,CUST_004411,Current,28790.28,Active,2017-03-27 17:03:10,,3.0
ACC_0005451,CUST_009393,Savings,55401.36,Dormant,2020-05-12 21:59:36,,1.0
ACC_0008482,CUST_006112,Current,137047.7,Active,2020-12-03 14:32:52,,4.0
ACC_0001319,CUST_009110,Savings,,,2016-02-25 07:17:39,,1.0
ACC_0000544,CUST_009924,Savings,1837.76,Dormant,2016-05-17 16:29:22,,4.0
ACC_0010536,CUST_003828,Loan,129672.48,Active,,,3.0
ACC_0010635,CUST_000167,Fixed Deposit,117797.45,Closed,2020-10-28 02:08:25,2022-07-17 02:08:25,3.0
ACC_0012190,CUST_001414,Current,56985.4,,2015-06-04 22:27:37,,4.0
ACC_0002002,CUST_002560,,50198.58,Active,,,4.0
ACC_0000090,CUST_007670,Current,102891.74,Active,2018-03-26 09:20:01,,4.0
ACC_0012884,CUST_006312,Current,31488.32,Dormant,2018-01-24 22:15:29,,1.0
ACC_0011075,CUST_002850,Fixed Deposit,14022.85,,2017-12-08 16:49:39,,2.0
ACC_0004815,CUST_006105,,98399.94,,2022-02-02 09:01:21,,1.0
ACC_0003814,CUST_002526,Current,104462.82,Active,,,1.0
ACC_0012201,CUST_002431,Savings,7242.03,Dormant,2016-11-14 09:03:44,,4.0
ACC_0009586,CUST_004452,Savings,129793.66,,2019-06-01 18:50:34,2022-08-31 18:50:34,4.0
ACC_0004002,CUST_002807,Savings,77125.55,Active,,,4.0
ACC_0014008,CUST_001593,Fixed Deposit,85973.16,Active,2023-02-02 16:07:49,,4.0
ACC_0000334,CUST_006271,Fixed Deposit,118910.28,Active,2019-07-14 17:48:28,,1.0
ACC_0002744,CUST_003642,Current,148508.84,Dormant,2020-05-01 09:38:28,,4.0
ACC_0007783,CUST_006079,Loan,54069.3,Active,2021-04-28 01:32:06,,2.0
ACC_0000345,CUST_006853,Loan,126827.62,Dormant,2019-11-27 23:19:26,,
ACC_0013196,CUST_002642,Savings,3239.22,,2020-02-08 20:38:52,,1.0
ACC_0006240,CUST_003725,Fixed Deposit,73913.36,Active,2017-05-15 18:38:05,,4.0
ACC_0004213,CUST_008752,,11668.79,Active,2016-02-12 14:00:46,,3.0
ACC_0010872,CUST_002232,Current,,Active,2022-10-29 09:48:24,,1.0
ACC_0010058,CUST_004287,Current,,Closed,2015-02-05 00:40:10,2018-04-04 00:40:10,4.0
ACC_0008257,CUST_005563,Loan,97767.86,Closed,2015-09-30 10:54:01,2016-05-23 10:54:01,3.0
ACC_0000386,CUST_003048,Loan,130234.53,Active,,,4.0
ACC_0009069,CUST_008492,Savings,146217.13,Closed,,2020-07-01 04:08:23,2.0
ACC_0010199,CUST_002143,Savings,28075.41,Dormant,2015-08-27 23:33:31,,3.0
ACC_0009116,CUST_004928,Current,142996.85,Active,2015-03-19 18:56:39,,1.0
ACC_0001911,CUST_008882,Current,107586.93,Active,2017-02-07 05:39:45,,4.0
ACC_0009279,CUST_006687,Fixed Deposit,128994.39,,2016-03-14 14:20:54,,1.0
ACC_0010982,CUST_001460,Loan,99891.8,Closed,2015-10-09 15:47:31,2017-06-09 15:47:31,4.0
ACC_0013135,CUST_004855,Fixed Deposit,28259.36,Active,2021-09-09 19:54:23,,2.0
ACC_0005052,CUST_002442,Current,81477.04,Closed,2021-05-27 22:25:46,2022-01-16 22:25:46,1.0
ACC_0000125,CUST_005554,,117569.14,Active,2017-04-01 12:44:17,,1.0
ACC_0013677,CUST_004846,Savings,,Active,,,2.0
ACC_0004378,CUST_001509,Savings,123834.42,Active,2016-02-19 18:31:11,,3.0
ACC_0007065,CUST_004976,Loan,58111.19,Dormant,,,3.0
ACC_0006595,CUST_009432,Loan,,Active,2018-06-17 07:09:16,,2.0
ACC_0005069,CUST_005790,Savings,139849.48,Active,,,4.0
ACC_0014570,CUST_000593,Fixed Deposit,25468.51,Closed,2016-07-30 01:45:47,2017-12-30 01:45:47,4.0
ACC_0009187,CUST_009167,,35950.92,Active,2015-05-05 16:40:19,,2.0
ACC_0000063,CUST_006948,Fixed Deposit,27072.65,Active,2023-03-28 12:22:02,,2.0
ACC_0014627,CUST_007786,,49424.22,Active,2017-12-16 19:36:24,,4.0
ACC_0005933,CUST_005651,Current,28039.67,,2015-11-02 19:55:10,,
ACC_0009172,CUST_007454,Savings,6535.83,Active,2020-06-16 14:00:04,,2.0
ACC_0004899,CUST_001782,Savings,,Active,,,4.0
ACC_0001931,CUST_008664,Savings,35034.9,,,,2.0
ACC_0011081,CUST_005063,Fixed Deposit,43620.53,Dormant,,,2.0
ACC_0011229,CUST_009253,Current,76472.98,Active,2018-04-14 12:19:36,,
ACC_0004430,CUST_003468,Fixed Deposit,102842.66,Closed,2015-02-15 10:31:15,2016-02-01 10:31:15,2.0
ACC_0014930,CUST_000733,Fixed Deposit,107775.64,Closed,2017-05-06 17:00:21,2020-03-09 17:00:21,4.0
ACC_0006418,CUST_005521,Loan,124346.76,Dormant,2021-05-18 04:51:39,,2.0
ACC_0009638,CUST_003557,Savings,144813.27,Active,2015-07-26 20:23:18,,4.0
ACC_0008981,CUST_006181,Fixed Deposit,58812.79,Closed,2023-04-11 20:07:39,2024-12-31 00:00:00,1.0
ACC_0000787,CUST_008386,Current,131807.85,Active,,,2.0
ACC_0009488,CUST_007953,Current,17987.83,Active,2021-09-19 04:44:31,,3.0
ACC_0010596,CUST_005703,Current,82906.74,Active,2018-08-27 07:37:21,,2.0
ACC_0001680,CUST_006828,Fixed Deposit,32716.93,Dormant,2016-01-24 18:40:41,,4.0
ACC_0001276,CUST_006480,Fixed Deposit,116672.78,,2023-02-13 10:04:18,2024-12-31 00:00:00,2.0
ACC_0014835,CUST_007135,Savings,,Active,2016-06-11 09:14:23,,2.0
ACC_0011408,CUST_003796,,145718.37,Active,2016-08-29 20:38:03,,
ACC_0010834,CUST_006753,Current,113609.79,Active,2016-12-25 12:38:43,,3.0
ACC_0008164,CUST_001750,Fixed Deposit,44350.84,Active,2023-05-01 10:16:25,,2.0
ACC_0003422,CUST_005942,Fixed Deposit,44232.59,Active,2020-01-03 21:36:55,,
ACC_0004127,CUST_001610,Current,116941.71,Active,,,4.0
ACC_0000941,CUST_004708,,74668.05,Closed,2022-07-06 17:07:34,,4.0
ACC_0006688,CUST_006022,Fixed Deposit,42451.06,Active,2017-06-07 07:16:36,,
ACC_0007710,CUST_006630,Loan,,,2015-08-12 09:47:36,2018-09-12 09:47:36,
ACC_0011638,CUST_004746,Current,85378.73,Closed,,2023-10-01 12:47:41,1.0
ACC_0004361,CUST_001293,Fixed Deposit,133596.9,Closed,2022-09-17 21:46:37,2023-05-04 21:46:37,1.0
ACC_0010411,CUST_001566,Fixed Deposit,,Closed,,2024-08-14 08:44:46,3.0
ACC_0011950,CUST_009085,Loan,6788.54,Active,2019-10-11 18:35:58,,1.0
ACC_0001151,CUST_007614,Current,69256.72,Active,2019-02-11 04:07:05,,3.0
ACC_0005170,CUST_003399,Current,112684.51,Closed,2015-11-06 08:24:56,,2.0
ACC_0000734,CUST_003801,Current,19552.41,Dormant,2021-09-15 19:53:59,,3.0
ACC_0011254,CUST_003397,Fixed Deposit,113850.77,Active,2020-09-10 10:29:08,,2.0
ACC_0011736,CUST_008976,Savings,55418.65,Active,2017-07-13 06:14:58,,1.0
ACC_0005255,CUST_003877,,73130.5,Closed,,2019-10-21 18:08:20,3.0
ACC_0006707,CUST_009438,Savings,58241.95,Active,2017-02-12 19:38:24,,
ACC_0003096,CUST_004101,Current,113588.61,,2019-08-31 10:57:31,,1.0
ACC_0000198,CUST_005650,Current,35820.95,Closed,2020-06-08 22:50:21,2021-03-21 22:50:21,3.0
ACC_0002623,CUST_005970,Savings,23189.89,Active,2015-02-21 07:41:10,,4.0
ACC_0004042,CUST_002093,Savings,135978.52,Active,2022-06-19 07:14:34,,
ACC_0005983,CUST_007931,Loan,,Active,2017-03-14 00:13:17,,3.0
ACC_0002264,CUST_006952,Fixed Deposit,71966.66,Active,2019-09-01 16:21:53,,2.0
ACC_0013293,CUST_008212,Loan,58785.31,Closed,,2021-11-13 22:50:07,3.0
ACC_0007648,CUST_002723,Fixed Deposit,79371.5,Active,,,4.0
ACC_0004726,CUST_003740,Current,82590.8,,2021-04-03 09:15:40,,4.0
ACC_0005550,CUST_000182,Loan,12359.58,Closed,2018-02-05 09:10:33,2018-05-18 09:10:33,2.0
ACC_0011760,CUST_000217,Loan,,Closed,2021-08-23 12:00:45,2024-03-31 12:00:45,3.0
ACC_0014858,CUST_006256,Current,135043.89,Active,2020-12-04 03:50:07,,2.0
ACC_0003418,CUST_006296,,50016.14,Active,2019-09-25 22:54:05,,
ACC_0009719,CUST_002080,Loan,87089.57,Active,2021-12-01 17:23:13,,4.0
ACC_0013778,CUST_002907,Savings,145982.83,Active,,,
ACC_0008455,CUST_003219,,61431.93,Active,2019-11-09 17:38:03,,1.0
ACC_0005615,CUST_009508,Current,14988.71,Active,2021-02-13 06:23:32,,3.0
ACC_0000116,CUST_002774,Loan,104734.39,Dormant,2017-08-03 10:29:38,,
ACC_0012339,CUST_006375,,39648.41,Active,2021-09-25 11:36:50,,4.0
ACC_0010320,CUST_003718,Loan,31769.0,,2019-11-15 16:43:08,,2.0
ACC_0010098,CUST_001275,Loan,13387.72,Active,,,4.0
ACC_0010032,CUST_008641,Savings,112043.53,Active,2019-08-30 07:19:37,,
ACC_0014946,CUST_005210,,54758.95,Active,2015-10-24 17:42:09,,4.0
ACC_0009290,CUST_000524,Current,71310.07,Dormant,2015-01-24 11:49:52,,
ACC_0012597,CUST_009098,Fixed Deposit,27340.85,Active,2016-01-24 17:53:28,,2.0
ACC_0012206,CUST_008610,Fixed Deposit,130151.15,Dormant,2021-04-12 03:59:27,,2.0
ACC_0000970,CUST_003714,Savings,31384.74,Active,2019-06-19 07:14:52,,1.0
ACC_0008811,CUST_004786,Savings,19452.93,Active,2015-05-29 19:19:57,,
ACC_0002394,CUST_002481,Loan,18031.6,Active,2020-03-17 00:18:47,,2.0
ACC_0009554,CUST_009977,Current,61426.98,Active,2017-10-19 12:36:44,,1.0
ACC_0004304,CUST_008317,Current,,Active,2020-08-18 05:43:44,,
ACC_0005296,CUST_004127,Current,58402.95,Active,2015-03-26 07:02:13,,4.0
ACC_0005056,CUST_000978,Loan,118836.97,Active,,,3.0
ACC_0012477,CUST_009783,Fixed Deposit,4152.23,Active,2023-02-21 08:08:33,,1.0
ACC_0003350,CUST_007343,Savings,69386.53,Active,2019-09-18 18:59:39,,3.0
ACC_0001445,CUST_002245,Fixed Deposit,,Active,2022-08-28 19:20:40,,2.0
ACC_0008036,CUST_005870,Current,48979.5,Closed,2017-04-06 10:09:47,2018-07-25 10:09:47,1.0
ACC_0002331,CUST_000406,,146992.89,Active,2020-08-23 01:11:07,,2.0
ACC_0007695,CUST_002412,Fixed Deposit,12944.94,Active,2020-11-30 06:45:32,,1.0
ACC_0000084,CUST_007333,,60052.09,Closed,2018-09-23 10:48:55,,2.0
ACC_0004155,CUST_002509,Savings,68733.96,Active,2019-01-28 17:43:05,,
ACC_0004608,CUST_001423,Current,21869.4,Active,2018-05-25 14:22:21,,3.0
ACC_0009179,CUST_002641,,141255.76,Closed,,2018-01-10 16:38:47,4.0
ACC_0014041,CUST_009260,Savings,11372.94,Active,2021-01-09 16:09:04,,1.0
ACC_0002439,CUST_000997,Fixed Deposit,107702.61,,,,3.0
ACC_0006554,CUST_004766,Loan,,Active,2023-05-30 01:30:33,,4.0
ACC_0014717,CUST_000087,,74296.35,Active,2017-05-30 09:24:14,,2.0
ACC_0005301,CUST_000664,Current,5098.63,Active,2022-05-21 07:39:20,,1.0
ACC_0010456,CUST_003773,Savings,84335.95,Active,2017-07-24 06:55:04,,
ACC_0003986,CUST_004377,Current,71905.16,Active,2019-11-02 11:20:33,,2.0
ACC_0007304,CUST_001202,Fixed Deposit,75294.01,Closed,2019-12-11 17:43:44,2020-08-18 17:43:44,2.0
ACC_0006600,CUST_000457,Savings,14005.58,Active,2022-01-26 04:37:04,,2.0
ACC_0008978,CUST_009349,,43532.27,Closed,2021-04-17 02:34:41,2023-05-29 02:34:41,
ACC_0006795,CUST_007385,,139843.65,,2019-04-12 12:05:49,,4.0
ACC_0013529,CUST_003285,Fixed Deposit,92817.41,Active,2017-01-01 23:33:40,,1.0
ACC_0003913,CUST_003086,Loan,,Closed,2021-08-11 17:20:21,2023-11-15 17:20:21,
ACC_0004173,CUST_007422,Current,86756.67,,2016-08-16 14:19:11,2018-02-28 14:19:11,2.0
ACC_0013586,CUST_006179,Loan,139797.45,Active,2017-05-01 16:09:18,,3.0
ACC_0014034,CUST_005659,Savings,25441.3,Active,,,4.0
ACC_0011949,CUST_007156,Savings,5478.35,,2023-05-09 10:09:12,,4.0
ACC_0006561,CUST_000145,,,Dormant,2016-12-13 12:42:57,,2.0
ACC_0000850,CUST_005818,Current,31606.77,Active,,,2.0
ACC_0001267,CUST_009661,Current,,Active,2022-11-11 22:40:00,,
ACC_0010495,CUST_006206,Loan,,,,2018-12-09 06:56:22,2.0
ACC_0002097,CUST_007041,Loan,4421.88,,,,4.0
ACC_0013222,CUST_009007,Savings,4923.83,Active,2017-11-21 05:28:43,,1.0
ACC_0006283,CUST_005239,Current,33499.16,Active,2020-11-02 23:48:45,,
ACC_0006509,CUST_006752,Loan,49207.82,,2023-03-24 13:32:39,,2.0
ACC_0010357,CUST_006242,,52604.62,Closed,2018-05-03 17:23:38,2019-01-16 17:23:38,
ACC_0011395,CUST_000916,Fixed Deposit,39813.88,Dormant,2017-03-26 01:02:55,,4.0
ACC_0012909,CUST_006965,Loan,,Active,2019-12-29 23:25:45,,1.0
ACC_0009795,CUST_008480,,72863.34,,2018-12-23 03:42:50,,4.0
ACC_0010466,CUST_007305,,72936.6,Active,2015-02-04 11:41:47,,1.0
ACC_0006524,CUST_000678,Current,38982.34,Active,2021-06-22 13:23:59,,1.0
ACC_0003219,CUST_002461,,75238.64,Active,2016-11-24 03:12:36,,1.0
ACC_0006701,CUST_003913,Fixed Deposit,57901.43,,2020-08-01 20:51:49,,3.0
ACC_0003691,CUST_000340,Savings,88538.34,Active,2019-06-14 16:09:28,,1.0
ACC_0008315,CUST_008014,Savings,50059.06,Active,2022-11-10 10:34:32,,3.0
ACC_0006820,CUST_008696,Savings,,Active,2015-07-01 19:25:58,,4.0
ACC_0010218,CUST_009865,Fixed Deposit,104065.83,Closed,2017-11-27 03:55:56,,4.0
ACC_0004522,CUST_005681,Savings,132257.71,Active,2020-12-07 23:22:16,,
ACC_0012339,CUST_006375,,39648.41,Active,2021-09-25 11:36:50,,4.0
ACC_0006580,CUST_009212,,124397.59,Active,2018-01-19 20:47:20,,3.0
ACC_0006095,CUST_008566,Fixed Deposit,,Active,2017-07-01 05:53:10,,4.0
ACC_0003309,CUST_003356,Loan,,Active,2016-02-10 01:05:54,,2.0
ACC_0003416,CUST_005525,Loan,74136.31,Closed,2022-09-05 15:03:21,2024-10-02 15:03:21,
ACC_0008190,CUST_004765,Current,33766.24,,2023-03-23 12:37:26,,4.0
ACC_0005599,CUST_008657,Fixed Deposit,56272.76,,2015-05-18 19:13:43,2018-01-08 19:13:43,1.0
ACC_0006761,CUST_006203,Savings,13897.74,Closed,2018-04-21 17:25:12,,
ACC_0002767,CUST_005932,,115328.07,Active,,,4.0
ACC_0005377,CUST_000823,Savings,62641.22,Active,2016-11-02 18:47:16,,1.0
ACC_0011582,CUST_009350,Loan,34709.86,Closed,2022-10-30 09:51:56,,1.0
ACC_0008904,CUST_008226,Savings,,,2019-07-15 14:09:06,,4.0
ACC_0009069,CUST_008492,Savings,146217.13,Closed,,2020-07-01 04:08:23,2.0
ACC_0000150,CUST_003871,Savings,75618.31,Active,2022-01-27 10:48:59,,2.0
ACC_0001857,CUST_008919,Savings,132535.72,Active,2023-03-13 23:00:41,,3.0
ACC_0006801,CUST_000657,Fixed Deposit,6344.02,Active,2021-07-10 14:21:57,,2.0
ACC_0005891,CUST_003879,Savings,101173.78,Active,2023-05-13 14:16:09,,2.0
ACC_0014286,CUST_009525,Loan,147004.23,Active,2016-12-05 17:18:34,,4.0
ACC_0001881,CUST_002694,Current,97084.09,Active,2023-04-14 20:03:14,,2.0
ACC_0014340,CUST_008949,Loan,21179.0,Closed,,2024-12-31 00:00:00,1.0
ACC_0006998,CUST_005347,Loan,108755.17,Dormant,2017-04-01 07:09:43,,2.0
ACC_0013716,CUST_009418,Loan,28322.16,Active,2018-10-30 19:06:58,,3.0
ACC_0010110,CUST_000646,,116374.64,Active,2022-11-09 04:41:55,,4.0
ACC_0008295,CUST_001183,Loan,126694.1,Active,2018-03-02 01:04:59,,4.0
ACC_0000134,CUST_009565,Fixed Deposit,142651.87,Active,2020-11-28 01:13:46,,3.0
ACC_0000443,CUST_007672,Current,18089.88,Active,2021-10-07 22:11:53,,2.0
ACC_0010429,CUST_000948,Fixed Deposit,68440.45,Active,,,1.0
ACC_0008041,CUST_007117,Savings,61467.74,Active,2021-06-03 02:10:00,,4.0
ACC_0013444,CUST_004311,Current,125562.56,,2020-06-06 04:25:41,,2.0
ACC_0005259,CUST_002311,Current,109472.16,Active,2019-09-25 10:22:11,,1.0
ACC_0003874,CUST_002988,Current,40902.27,Closed,,2018-07-27 21:26:55,2.0
ACC_0004429,CUST_001768,Loan,24095.9,Active,2021-10-24 00:15:02,,4.0
ACC_0006585,CUST_001628,Savings,18239.15,Active,2018-07-29 18:39:36,,3.0
ACC_0004102,CUST_009704,Current,,Active,2019-01-13 10:52:06,,2.0
ACC_0002307,CUST_009629,Fixed Deposit,136528.12,Closed,2021-05-18 00:02:48,2022-07-08 00:02:48,1.0
ACC_0009772,CUST_008357,Savings,92342.8,,,2017-09-03 23:15:32,1.0
ACC_0009873,CUST_008753,Current,100219.5,Active,2015-08-08 17:20:51,,4.0
ACC_0012139,CUST_003964,Loan,,Active,2019-03-19 00:32:37,,1.0
ACC_0010030,CUST_003356,Current,,Active,2017-12-09 19:14:59,,4.0
ACC_0012364,CUST_006353,Fixed Deposit,136263.88,Dormant,2020-08-07 11:42:50,,3.0
ACC_0003505,CUST_003379,Fixed Deposit,,Closed,2019-10-01 13:11:44,2022-06-10 13:11:44,3.0
ACC_0005214,CUST_008313,Fixed Deposit,52587.93,Active,2021-04-27 13:34:29,,3.0
ACC_0001872,CUST_000578,Current,83599.83,Active,2018-11-22 10:17:51,,1.0
ACC_0000352,CUST_009901,,,Active,2022-07-06 08:36:37,,3.0
ACC_0013117,CUST_006542,Current,,Active,2022-04-10 08:23:40,,4.0
ACC_0006113,CUST_000554,Loan,65193.49,Active,2015-09-23 17:28:20,,2.0
ACC_0012928,CUST_006294,Fixed Deposit,142612.51,,2018-04-24 16:14:18,,3.0
ACC_0013392,CUST_007530,Loan,49735.66,,2023-06-26 03:04:46,,1.0
ACC_0006807,CUST_007299,Savings,,Active,2020-06-02 15:41:27,,1.0
ACC_0002053,CUST_005733,Savings,12653.37,Active,,,4.0
ACC_0005730,CUST_002237,,42868.18,Active,2019-12-29 17:09:58,,4.0
ACC_0002541,CUST_007077,Current,82000.81,Active,2016-06-10 12:08:04,,
ACC_0009708,CUST_007875,Savings,43291.28,Active,2016-03-28 07:20:47,,3.0
ACC_0013446,CUST_000851,Current,,Active,2022-01-24 20:08:47,,1.0
ACC_0014990,CUST_000319,Fixed Deposit,47881.13,Active,2020-01-31 11:31:09,,2.0
ACC_0006246,CUST_006600,Current,24203.07,,2017-12-06 22:03:06,,4.0
ACC_0006791,CUST_007167,,61131.3,Active,,,1.0
ACC_0012329,CUST_004023,Fixed Deposit,,Dormant,2019-03-01 06:10:04,,3.0
ACC_0009107,CUST_000958,Savings,44585.83,Closed,,,1.0
ACC_0010326,CUST_006812,Savings,111166.78,Closed,2022-09-20 07:23:20,2023-03-10 07:23:20,3.0
ACC_0003187,CUST_000802,Savings,90758.16,Active,2023-06-08 09:52:42,,3.0
ACC_0005837,CUST_002609,Fixed Deposit,12906.22,Dormant,,,4.0
ACC_0009899,CUST_008077,Current,,Active,2022-12-07 13:51:20,,
ACC_0010257,CUST_008630,,18600.12,Closed,2021-08-23 22:23:55,2024-09-18 22:23:55,
ACC_0007640,CUST_006595,Loan,39443.37,Dormant,2015-05-05 06:20:10,,4.0
ACC_0001885,CUST_007782,Current,125234.71,Active,2020-05-18 06:25:15,,3.0
ACC_0002607,CUST_007128,Loan,8599.32,Closed,2016-03-02 06:31:01,2018-03-06 06:31:01,4.0
ACC_0009835,CUST_007069,Loan,5352.29,Active,2015-01-08 10:43:31,,1.0
ACC_0007471,CUST_002522,Fixed Deposit,42352.3,Active,2019-07-14 21:13:10,,
ACC_0001185,CUST_007878,Fixed Deposit,64613.98,Closed,2017-10-04 19:26:31,,3.0
ACC_0012016,CUST_006076,Current,124687.74,Active,,,2.0
ACC_0008881,CUST_005650,Savings,5956.59,Active,2017-03-02 07:57:02,,
ACC_0010078,CUST_003185,Fixed Deposit,108810.12,Closed,2022-06-13 04:57:17,2024-12-31 00:00:00,2.0
ACC_0005647,CUST_001591,,28719.24,Closed,,2021-05-04 06:16:01,1.0
ACC_0009277,CUST_003175,Loan,28002.27,Closed,2016-04-14 17:52:27,2017-06-09 17:52:27,3.0
ACC_0002296,CUST_001762,Savings,,Closed,2020-05-21 15:32:45,2020-10-25 15:32:45,2.0
ACC_0005503,CUST_006584,,30300.35,Active,2019-06-11 14:24:37,,
ACC_0009348,CUST_009349,Fixed Deposit,15570.97,Active,2018-11-08 02:56:19,,3.0
ACC_0007153,CUST_000497,,59385.92,Active,,,
ACC_0005157,CUST_001549,Savings,137419.64,Active,2020-05-08 10:07:06,,1.0
ACC_0006866,CUST_008182,Savings,8240.3,Active,2016-02-20 15:56:17,,4.0
ACC_0009249,CUST_001474,Savings,115631.81,Closed,2022-07-26 17:34:29,2024-04-27 17:34:29,2.0
ACC_0010451,CUST_003402,Savings,39366.37,,2023-04-29 23:24:48,,4.0
ACC_0007352,CUST_008823,Savings,11603.57,Closed,2017-07-20 18:45:02,2020-09-17 18:45:02,1.0
ACC_0013157,CUST_008958,,143693.66,Closed,2018-04-08 14:44:07,2021-05-30 14:44:07,4.0
ACC_0014711,CUST_004816,Savings,101933.37,Closed,2022-09-22 21:13:41,2023-08-26 21:13:41,2.0
ACC_0009489,CUST_003728,Loan,28174.73,Active,,,4.0
ACC_0010424,CUST_002636,Fixed Deposit,82386.81,Active,,,4.0
ACC_0014709,CUST_006843,Current,29270.08,Closed,2019-04-01 06:23:59,2020-01-03 06:23:59,
ACC_0013353,CUST_007075,Savings,100654.91,Closed,2021-03-22 18:44:18,2022-05-22 18:44:18,1.0
ACC_0010395,CUST_004864,,7182.87,Closed,2022-01-11 12:31:04,2023-12-17 12:31:04,4.0
ACC_0007731,CUST_007944,Loan,,Active,,,2.0
ACC_0013036,CUST_000607,Savings,10851.82,Active,2018-09-13 12:35:24,,3.0
ACC_0012560,CUST_002426,Current,,Active,2016-06-06 22:18:05,,4.0
ACC_0008860,CUST_009057,,19470.98,Active,2023-02-11 16:08:45,,2.0
ACC_0013661,CUST_008211,Loan,106226.16,,2016-09-06 02:00:21,,3.0
ACC_0009550,CUST_006105,Loan,104865.94,Active,2022-01-20 10:47:26,,2.0
